,ent,type
10843,Excel,LANG_FRAM
10844,R,LANG_FRAM
10845,SQL,LANG_FRAM
10846,Python,LANG_FRAM
10847,Tableau,LANG_FRAM
10848,Power BI,LANG_FRAM
10849,Analytical,S_SKILL
10850,Solving:,S_SKILL
10851,Access a network of mentors,H_SKILL
10852,collaborating,S_SKILL
10853,build strong working relationships,S_SKILL
10854,build strong,S_SKILL
10855,working relationships,S_SKILL
10856,Manage the end,S_SKILL
10857,implement process enhancements,H_SKILL
10858,Bachelor's degree,REQUIREMENT
10859,Microsoft Excel,LANG_FRAM
10860,Google Sheets,LANG_FRAM
10861,Audit Experience,H_SKILL
10862,Audit Contract type:,H_SKILL
10863,Audit Technology team,H_SKILL
10864,dedicated,S_SKILL
10865,building cutting,H_SKILL
10866,collaboration,S_SKILL
10867,collaborate,S_SKILL
10868,leadership,S_SKILL
10869,overseeing the development,H_SKILL
10870,deployment,H_SKILL
10871,Audit business,H_SKILL
10872,Audit technology,H_SKILL
10873,leadership,S_SKILL
10874,Audit technology architecture,H_SKILL
10875,product engineering activities,H_SKILL
10876,Data governance,H_SKILL
10877,Audit,H_SKILL
10878,report,S_SKILL
10879,Audit Chief Technology Officer and work,H_SKILL
10880,Cultivate,S_SKILL
10881,collaborative relationships,S_SKILL
10882,Audit business,H_SKILL
10883,Overseeing engineering resources,H_SKILL
10884,deploying new technology solutions,H_SKILL
10885,cloud,LANG_FRAM
10886,Audit technology architecture,H_SKILL
10887,technology support,H_SKILL
10888,functional support,H_SKILL
10889,deployment activities,H_SKILL
10890,Provide Quality Assurance and maintain compliance standards,H_SKILL
10891,updated technology solutions,H_SKILL
10892,Develop,H_SKILL
10893,implement,H_SKILL
10894,provide appropriate service levels,H_SKILL
10895,Manage,S_SKILL
10896,FinOps,H_SKILL
10897,Lead,S_SKILL
10898,develop,H_SKILL
10899,mentor,S_SKILL
10900,coaching,S_SKILL
10901,Bachelor's degree,REQUIREMENT
10902,technical skills,H_SKILL
10903,experience overseeing software development,H_SKILL
10904,deployment,H_SKILL
10905,Experience of managing end,H_SKILL
10906,IT service management processes,H_SKILL
10907,understanding of information technology risks,H_SKILL
10908,manage vendor relationships,S_SKILL
10909,ensuring value for money and quality of service,S_SKILL
10910,cloud,LANG_FRAM
10911,Microsoft Azure,LANG_FRAM
10912,communication,S_SKILL
10913,interpersonal skills,S_SKILL
10914,work independently,S_SKILL
10915,part of a team,S_SKILL
10916,Audit and,H_SKILL
10917,Audit at KPMG? Audit,H_SKILL
10918,Audit team,H_SKILL
10919,Audit,H_SKILL
10920,Machine Learning,LANG_FRAM
10921,HMG Basic Personnel Security Standard checks (BPSS),H_SKILL
10922,Technical development of specific algorithms,H_SKILL
10923,design and trade,H_SKILL
10924,defining architecture,H_SKILL
10925,understanding,H_SKILL
10926,Degree,REQUIREMENT
10927,PhD,REQUIREMENT
10928,degree,REQUIREMENT
10929,mathematical content and programming skills,H_SKILL
10930,Doctoral,REQUIREMENT
10931,statistical inference,H_SKILL
10932,machine/,LANG_FRAM
10933,time implementation,S_SKILL
10934,"Matlab,",LANG_FRAM
10935,Simulink,LANG_FRAM
10936,Python,LANG_FRAM
10937,PyTorch,LANG_FRAM
10938,TensorFlow,LANG_FRAM
10939,AI,LANG_FRAM
10940,decision support systems,H_SKILL
10941,Machine Learning,LANG_FRAM
10942,natural language processing Computer Vision algorithms,H_SKILL
10943,Risk Rotation 3,H_SKILL
10944,curious,S_SKILL
10945,creative thinkers,S_SKILL
10946,Collaboration,S_SKILL
10947,teamwork,S_SKILL
10948,Centricity,S_SKILL
10949,customer relationships,S_SKILL
10950,deliver customer centric solutions,S_SKILL
10951,Build a culture,H_SKILL
10952,identify,H_SKILL
10953,Bachelor’s degree,REQUIREMENT
10954,Masters,REQUIREMENT
10955,written and verbal communication,S_SKILL
10956,interpersonal skills,S_SKILL
10957,Keen,S_SKILL
10958,Excel,LANG_FRAM
10959,PowerPoint,LANG_FRAM
10960,Willingness to go,S_SKILL
10961,eye for detail,S_SKILL
10962,Ability to innovate and be creative,S_SKILL
10963,SAP S/4,LANG_FRAM
10964,ERP system,LANG_FRAM
10965,maintenance,H_SKILL
10966,optimization,H_SKILL
10967,Maintain,H_SKILL
10968,Intouch,LANG_FRAM
10969,Microsoft as,LANG_FRAM
10970,SAP Manufacturing,LANG_FRAM
10971,SAP PM,LANG_FRAM
10972,SAP QM,LANG_FRAM
10973,SAP,LANG_FRAM
10974,S/4,LANG_FRAM
10975,Bachelor's degree,REQUIREMENT
10976,Microsoft technologies,LANG_FRAM
10977,SQL,LANG_FRAM
10978,Keen,S_SKILL
10979,SAP,LANG_FRAM
10980,knowledge of manufacturing operations,H_SKILL
10981,being a technology,S_SKILL
10982,adaptable,S_SKILL
10983,AI,LANG_FRAM
10984,AI,LANG_FRAM
10985,AI,LANG_FRAM
10986,ML,LANG_FRAM
10987,AI,LANG_FRAM
10988,ML,LANG_FRAM
10989,AI,LANG_FRAM
10990,problem solve,S_SKILL
10991,ML,LANG_FRAM
10992,AI,LANG_FRAM
10993,communication skills,S_SKILL
10994,building working relationships,S_SKILL
10995,passion,S_SKILL
10996,research,H_SKILL
10997,AI Research,LANG_FRAM
10998,collaborate,S_SKILL
10999,AI,LANG_FRAM
11000,AI,LANG_FRAM
11001,ML,LANG_FRAM
11002,Communicating,S_SKILL
11003,AI,LANG_FRAM
11004,proposing projects/ PoCs and activities,H_SKILL
11005,degree,REQUIREMENT
11006,AI,LANG_FRAM
11007,AI,LANG_FRAM
11008,ML,LANG_FRAM
11009,AI,LANG_FRAM
11010,ML,LANG_FRAM
11011,ML frameworks,LANG_FRAM
11012,verbal and written communication,S_SKILL
11013,document simple narratives,H_SKILL
11014,adapt communication,S_SKILL
11015,Proactive,S_SKILL
11016,motivated,S_SKILL
11017,work independently,S_SKILL
11018,part of a team,S_SKILL
11019,MS,LANG_FRAM
11020,Excel,LANG_FRAM
11021,PowerPoint,LANG_FRAM
11022,Word,LANG_FRAM
11023,ML Ops,LANG_FRAM
11024,Cloud Native,LANG_FRAM
11025,cloud,LANG_FRAM
11026,AWS,LANG_FRAM
11027,Masters,REQUIREMENT
11028,Cloud,LANG_FRAM
11029,SAP,LANG_FRAM
11030,SAP,LANG_FRAM
11031,part of a team,S_SKILL
11032,SAP ERP,LANG_FRAM
11033,SAP,H_SKILL
11034,SAP,LANG_FRAM
11035,SAP CoE,LANG_FRAM
11036,improve and support the SAP,H_SKILL
11037,SAP CoE,LANG_FRAM
11038,SAP ERP,LANG_FRAM
11039,IT operating model,H_SKILL
11040,SAP subject,LANG_FRAM
11041,SAP users,LANG_FRAM
11042,SAP,LANG_FRAM
11043,Organisational functionally and controls,H_SKILL
11044,develop and document test processes and documentation,H_SKILL
11045,work within the change request process,H_SKILL
11046,implementation,H_SKILL
11047,SAP,H_SKILL
11048,portfolio,REQUIREMENT
11049,Documenting ERP processes,LANG_FRAM
11050,proactive,S_SKILL
11051,independent,S_SKILL
11052,work effectively,S_SKILL
11053,communicate,S_SKILL
11054,work on multiple projects,S_SKILL
11055,problem solving,S_SKILL
11056,flexibility,S_SKILL
11057,written and oral communication,S_SKILL
11058,SAP ERP,LANG_FRAM
11059,Bachelor’s Degree,REQUIREMENT
11060,Microsoft Office,LANG_FRAM
11061,collaborating,S_SKILL
11062,implementing and training staff members,H_SKILL
11063,ITSM,REQUIREMENT
11064,report,S_SKILL
11065,ITSM,LANG_FRAM
11066,Lead,S_SKILL
11067,collaborate,S_SKILL
11068,develop and deliver comprehensive training programs,H_SKILL
11069,Develop Training Materials,H_SKILL
11070,Create engaging and informative training materials,H_SKILL
11071,Conduct training sessions,H_SKILL
11072,Tailor training programs,H_SKILL
11073,continuous support,H_SKILL
11074,ITSM,LANG_FRAM
11075,Collaborate,S_SKILL
11076,Work closely with ITSM stakeholders,S_SKILL
11077,Bachelor’s,REQUIREMENT
11078,degree,REQUIREMENT
11079,ITSM,REQUIREMENT
11080,understanding of ITSM frameworks,H_SKILL
11081,ITIL,REQUIREMENT
11082,communication,S_SKILL
11083,presentation skills,S_SKILL
11084,ability to convey complex technical concepts,H_SKILL
11085,work independently,S_SKILL
11086,collaboratively,S_SKILL
11087,analytical,S_SKILL
11088,problem,S_SKILL
11089,solving,S_SKILL
11090,keen attention to detail,S_SKILL
11091,Certification,REQUIREMENT
11092,ITIL,REQUIREMENT
11093,passionate,S_SKILL
11094,cloud,LANG_FRAM
11095,"maintain high stability, reduced Service",H_SKILL
11096,coding,H_SKILL
11097,Lead,S_SKILL
11098,Analysis,H_SKILL
11099,Deploying,H_SKILL
11100,value adding tasks and be hands,S_SKILL
11101,coding,H_SKILL
11102,supporting Microsoft,LANG_FRAM
11103,Windows Server,LANG_FRAM
11104,Microsoft PowerShell,LANG_FRAM
11105,collaborate,S_SKILL
11106,create proactive engineering mechanisms,H_SKILL
11107,mature automation,H_SKILL
11108,Azure,LANG_FRAM
11109,cloud,LANG_FRAM
11110,ITSM,REQUIREMENT
11111,"Splunk,",LANG_FRAM
11112,Dynatrace,LANG_FRAM
11113,Azure,LANG_FRAM
11114,cloud,LANG_FRAM
11115,Windows,LANG_FRAM
11116,SQL Server,LANG_FRAM
11117,script,S_SKILL
11118,deploy,H_SKILL
11119,Microsoft SQL,LANG_FRAM
11120,developing and implementing production,H_SKILL
11121,Networking,H_SKILL
11122,PowerShell,LANG_FRAM
11123,MS SQL,LANG_FRAM
11124,Knowledge of Financial applications,H_SKILL
11125,LaserFiche,S_SKILL
11126,collaboration,S_SKILL
11127,AI,LANG_FRAM
11128,Chattermill,LANG_FRAM
11129,AI,LANG_FRAM
11130,NLP,H_SKILL
11131,Retrieval,H_SKILL
11132,Machine Learning,LANG_FRAM
11133,ML techniques,LANG_FRAM
11134,NLP,H_SKILL
11135,Develop strong relationships,S_SKILL
11136,ML,LANG_FRAM
11137,ML,LANG_FRAM
11138,deploy,H_SKILL
11139,ML models,LANG_FRAM
11140,NLP,H_SKILL
11141,Collaborate,S_SKILL
11142,AI,LANG_FRAM
11143,NLP,H_SKILL
11144,code reviews,H_SKILL
11145,deep learning,H_SKILL
11146,natural language processing,H_SKILL
11147,Large Language,LANG_FRAM
11148,PyTorch,LANG_FRAM
11149,TensorFlow,LANG_FRAM
11150,passion,S_SKILL
11151,deep learning,H_SKILL
11152,value of actionable customer insights,S_SKILL
11153,MSc,REQUIREMENT
11154,MEng,REQUIREMENT
11155,understanding of statistical analysis,H_SKILL
11156,predictive modelling,H_SKILL
11157,problem-solving skills,S_SKILL
11158,Ability to tackle complex data challenges,H_SKILL
11159,provide innovative solutions,H_SKILL
11160,software engineering skills,H_SKILL
11161,programming language,H_SKILL
11162,Python,LANG_FRAM
11163,communicate with openness,S_SKILL
11164,motivated,S_SKILL
11165,seek to action feedback,S_SKILL
11166,NLP,H_SKILL
11167,PyTorch #,LANG_FRAM
11168,TensorFlow #,LANG_FRAM
11169,AI #,LANG_FRAM
11170,python,LANG_FRAM
11171,ml,LANG_FRAM
11172,Machine Learning,LANG_FRAM
11173,Machine Learning,LANG_FRAM
11174,communicate complex features,S_SKILL
11175,machine learning,LANG_FRAM
11176,experience in programming languages,H_SKILL
11177,Python,LANG_FRAM
11178,C++,LANG_FRAM
11179,Java,LANG_FRAM
11180,R,LANG_FRAM
11181,NLP,H_SKILL
11182,B.S.,REQUIREMENT
11183,Hadoop,LANG_FRAM
11184,HBase,LANG_FRAM
11185,Pig,LANG_FRAM
11186,MapReduce/,LANG_FRAM
11187,Hive,LANG_FRAM
11188,Spark,LANG_FRAM
11189,problem solving,S_SKILL
11190,learning new systems,S_SKILL
11191,collaboration,S_SKILL
11192,written and verbal communication,S_SKILL
11193,maintain a calm,S_SKILL
11194,providing customer service,S_SKILL
11195,written and verbal communication,S_SKILL
11196,provide clients,S_SKILL
11197,technical/developer path,H_SKILL
11198,Agile environment,H_SKILL
11199,Bachelor,REQUIREMENT
11200,degree,REQUIREMENT
11201,University,REQUIREMENT
11202,experience preferred; recent graduates,H_SKILL
11203,Analytical thinking,S_SKILL
11204,problem solving,S_SKILL
11205,manage multiple projects,S_SKILL
11206,SQL,LANG_FRAM
11207,Java,LANG_FRAM
11208,Python,LANG_FRAM
11209,interest,H_SKILL
11210,portfolio,LANG_FRAM
11211,leadership,S_SKILL
11212,data engineering,H_SKILL
11213,infrastructure,H_SKILL
11214,DevOps,H_SKILL
11215,AI,LANG_FRAM
11216,ML,LANG_FRAM
11217,AI,LANG_FRAM
11218,ML,LANG_FRAM
11219,data assets,H_SKILL
11220,"Knowledge Graph / semantic search, data / computing / analysis platforms",H_SKILL
11221,design and development,H_SKILL
11222,translate business goals,H_SKILL
11223,understanding scientific workflows and pain points,H_SKILL
11224,Lead,S_SKILL
11225,UX strategy,H_SKILL
11226,design process,H_SKILL
11227,Collaborate,S_SKILL
11228,prioritize features,S_SKILL
11229,iterate design solutions,H_SKILL
11230,Engage,S_SKILL
11231,applying strategic thinking,H_SKILL
11232,communicate,S_SKILL
11233,Bachelor’s,REQUIREMENT
11234,Master’s degree,REQUIREMENT
11235,Proficiency in design tools,H_SKILL
11236,understanding of leveraging quantitative data,H_SKILL
11237,agile/scrum methodologies,H_SKILL
11238,communication,S_SKILL
11239,collaboration,S_SKILL
11240,present design concepts,H_SKILL
11241,UX design,H_SKILL
11242,collaborating,S_SKILL
11243,cloud products,LANG_FRAM
11244,Rest,LANG_FRAM
11245,passionate,S_SKILL
11246,Reporting to the head of Data Services,H_SKILL
11247,Collaborate,S_SKILL
11248,portfolio,REQUIREMENT
11249,degree,REQUIREMENT
11250,large server,LANG_FRAM
11251,runtime,LANG_FRAM
11252,front end,H_SKILL
11253,Drive,S_SKILL
11254,communicate complex features,S_SKILL
11255,coding,H_SKILL
11256,C,LANG_FRAM
11257,C++,LANG_FRAM
11258,Java,LANG_FRAM
11259,C#,LANG_FRAM
11260,building server,H_SKILL
11261,B.S.,REQUIREMENT
11262,Machine Learning,LANG_FRAM
11263,developing,H_SKILL
11264,deploying,H_SKILL
11265,think,S_SKILL
11266,Develop,H_SKILL
11267,machine learning,LANG_FRAM
11268,Handle data,H_SKILL
11269,prepare data,H_SKILL
11270,Analyse data,H_SKILL
11271,identify patterns to improve model accuracy,H_SKILL
11272,Collaborate,S_SKILL
11273,develop and deploy models,H_SKILL
11274,machine learning,LANG_FRAM
11275,Bachelor’s,REQUIREMENT
11276,master’s degree,REQUIREMENT
11277,machine learning,LANG_FRAM
11278,"statistics, and data structures",H_SKILL
11279,Proficiency in programming languages and frameworks,H_SKILL
11280,Python,LANG_FRAM
11281,TensorFlow,LANG_FRAM
11282,PyTorch,LANG_FRAM
11283,"Familiarity with data analysis and visualization tools (Pandas, Matplotlib)",H_SKILL
11284,ML,LANG_FRAM
11285,AI,LANG_FRAM
11286,problem,S_SKILL
11287,solving,S_SKILL
11288,communication and collaboration,S_SKILL
11289,ML,LANG_FRAM
11290,C++,LANG_FRAM
11291,CUDA,LANG_FRAM
11292,Ability to convey complex technical information,H_SKILL
11293,Bradford,LANG_FRAM
11294,Agile environment,H_SKILL
11295,designing,H_SKILL
11296,developing,H_SKILL
11297,Collaborating,S_SKILL
11298,Jira,LANG_FRAM
11299,Zephyr for test delivery,LANG_FRAM
11300,Execute test cases,H_SKILL
11301,verify software functionality,H_SKILL
11302,highlighting any observed issues,S_SKILL
11303,Collaborate with team members,S_SKILL
11304,develop test cases,H_SKILL
11305,"test scripts, and test data",H_SKILL
11306,maintenance of test documentation,H_SKILL
11307,Ensure test cases,H_SKILL
11308,Defect Management,H_SKILL
11309,Identify and document software defects,H_SKILL
11310,defect tracking system,H_SKILL
11311,"Participate in defect triage meetings, providing clear and detailed information",H_SKILL
11312,Collaborate,S_SKILL
11313,verify defect fixes and retest resolved issues,H_SKILL
11314,Support the setup and maintenance of test environments,H_SKILL
11315,align with testing requirements,H_SKILL
11316,Work closely with senior team members,S_SKILL
11317,utilize test management,H_SKILL
11318,defect tracking tools effectively,H_SKILL
11319,test automation efforts,H_SKILL
11320,Collaboration,S_SKILL
11321,Communication,S_SKILL
11322,Collaborate,S_SKILL
11323,understanding of software requirements,H_SKILL
11324,communication,S_SKILL
11325,Communicate,S_SKILL
11326,Develop consultancy and client engagement skills,H_SKILL
11327,Meticulous attention to detail,S_SKILL
11328,"defect reporting, and documentation",H_SKILL
11329,analytical skills,S_SKILL
11330,analyse,H_SKILL
11331,troubleshoot software issues,H_SKILL
11332,verbal and written communication,S_SKILL
11333,collaborate,S_SKILL
11334,Flexibility,S_SKILL
11335,Willingness,S_SKILL
11336,work collaboratively,S_SKILL
11337,Eagerness to learn,S_SKILL
11338,develop,H_SKILL
11339,software testing,H_SKILL
11340,Bachelor's degree,REQUIREMENT
11341,understanding of software testing concepts,H_SKILL
11342,understanding of executing manual and automated test cases,H_SKILL
11343,Bachelor's,REQUIREMENT
11344,Power BI,LANG_FRAM
11345,Data Integration,H_SKILL
11346,Power BI,LANG_FRAM
11347,"Extract, transform, and load (ETL)",LANG_FRAM
11348,Report,S_SKILL
11349,Dashboard Development,H_SKILL
11350,Power BI,LANG_FRAM
11351,Collaborate,S_SKILL
11352,Build data models and schemas,H_SKILL
11353,data retrieval,H_SKILL
11354,Perform complex data analysis,H_SKILL
11355,Collaboration,S_SKILL
11356,Communication,S_SKILL
11357,Power BI,LANG_FRAM
11358,Power BI,LANG_FRAM
11359,performance,H_SKILL
11360,scalability,H_SKILL
11361,Implement best practices,H_SKILL
11362,data management,H_SKILL
11363,data sources,H_SKILL
11364,Troubleshooting,H_SKILL
11365,troubleshoot,H_SKILL
11366,Provide timely resolution to technical issues and user queries,H_SKILL
11367,Power BI,LANG_FRAM
11368,DAX,LANG_FRAM
11369,Power Query,LANG_FRAM
11370,SQL,LANG_FRAM
11371,ETL processes,H_SKILL
11372,Analytical,S_SKILL
11373,analytical,S_SKILL
11374,problem-,S_SKILL
11375,solving skills,S_SKILL
11376,analyse complex data sets,H_SKILL
11377,provide actionable insights,H_SKILL
11378,Communication,S_SKILL
11379,Collaboration,S_SKILL
11380,communication,S_SKILL
11381,work collaboratively,S_SKILL
11382,manage workloads,S_SKILL
11383,prioritize tasks effectively,S_SKILL
11384,Agile methodologies and project management,H_SKILL
11385,Bachelor’s,REQUIREMENT
11386,degree,REQUIREMENT
11387,Power BI,LANG_FRAM
11388,deploying BI,LANG_FRAM
11389,compiler,LANG_FRAM
11390,optimization,H_SKILL
11391,CPUs,LANG_FRAM
11392,collaborative,S_SKILL
11393,creative,S_SKILL
11394,compiler,LANG_FRAM
11395,motivated,S_SKILL
11396,passionate,S_SKILL
11397,compiler,LANG_FRAM
11398,compiler,LANG_FRAM
11399,tool development,H_SKILL
11400,continuously apply,S_SKILL
11401,C,LANG_FRAM
11402,C++,LANG_FRAM
11403,Passion,S_SKILL
11404,understanding of computer architecture,H_SKILL
11405,communication,S_SKILL
11406,BSc,REQUIREMENT
11407,motivated,S_SKILL
11408,passionate,S_SKILL
11409,"Microsoft,",LANG_FRAM
11410,license,REQUIREMENT
11411,license,REQUIREMENT
11412,Knowledgeable of software licensing terms,H_SKILL
11413,license,REQUIREMENT
11414,organizational skills,S_SKILL
11415,Microsoft Office,LANG_FRAM
11416,Excel,LANG_FRAM
11417,collaboration,S_SKILL
11418,C++,LANG_FRAM
11419,communicate,S_SKILL
11420,Bachelor's degree,REQUIREMENT
11421,C++,LANG_FRAM
11422,C++,LANG_FRAM
11423,written and verbal communication,S_SKILL
11424,problem solving,S_SKILL
11425,understanding of standard data structures,H_SKILL
11426,Attention to detail,S_SKILL
11427,Experience working with modern development stack,H_SKILL
11428,CI/CD,H_SKILL
11429,Linux,LANG_FRAM
11430,Unix,LANG_FRAM
11431,Python,LANG_FRAM
11432,Java,LANG_FRAM
11433,Kubernetes,LANG_FRAM
11434,Docker,LANG_FRAM
11435,statistics,H_SKILL
11436,discrete,H_SKILL
11437,learning new systems,S_SKILL
11438,collaboration,S_SKILL
11439,written and verbal communication,S_SKILL
11440,calm,S_SKILL
11441,OMS/PMS,H_SKILL
11442,analytical,S_SKILL
11443,passion,S_SKILL
11444,Collaborate,S_SKILL
11445,Communicate,S_SKILL
11446,Agile environment,H_SKILL
11447,Analyze project requirements,H_SKILL
11448,workflow reports,H_SKILL
11449,portfolio,REQUIREMENT
11450,Manage firm,S_SKILL
11451,Bachelor’s degree,REQUIREMENT
11452,University,REQUIREMENT
11453,experience preferred; recent graduates,H_SKILL
11454,Analytical thinking,S_SKILL
11455,problem solving,S_SKILL
11456,manage multiple projects,S_SKILL
11457,SQL,LANG_FRAM
11458,Java,LANG_FRAM
11459,Python,LANG_FRAM
11460,communication,S_SKILL
11461,building skills,H_SKILL
11462,knowledge and deep interest in financial markets and the investment process,H_SKILL
11463,cloud,LANG_FRAM
11464,AI,LANG_FRAM
11465,create,H_SKILL
11466,collaboration,S_SKILL
11467,making and transforming operating models,S_SKILL
11468,supporting clients,S_SKILL
11469,collaboratively,S_SKILL
11470,passion,S_SKILL
11471,Support client project teams,H_SKILL
11472,Build effective,H_SKILL
11473,"Risk, and IT. Support business development efforts",H_SKILL
11474,Bachelor’s degree,REQUIREMENT
11475,degree,REQUIREMENT
11476,Ability to travel,S_SKILL
11477,communication,S_SKILL
11478,analytical,S_SKILL
11479,problem,S_SKILL
11480,solving skills,S_SKILL
11481,building skills,S_SKILL
11482,experience music and videos,H_SKILL
11483,Google Use,LANG_FRAM
11484,Bachelor's,REQUIREMENT
11485,communicate,S_SKILL
11486,advice to clients,S_SKILL
11487,AI,LANG_FRAM
11488,presenting,S_SKILL
11489,Conduct research and analysis,H_SKILL
11490,AI,LANG_FRAM
11491,Machine Learning,LANG_FRAM
11492,GenAI,LANG_FRAM
11493,AI,LANG_FRAM
11494,AI,LANG_FRAM
11495,ML,LANG_FRAM
11496,"model development, management",H_SKILL
11497,AI,LANG_FRAM
11498,GenAI,LANG_FRAM
11499,AI,LANG_FRAM
11500,AI,LANG_FRAM
11501,collaborate effectively,S_SKILL
11502,leadership,S_SKILL
11503,Bachelor's Degree,REQUIREMENT
11504,communication skills,S_SKILL
11505,understand and explain complex ideas,S_SKILL
11506,analytical,S_SKILL
11507,conceptual,S_SKILL
11508,project planning and management skills,S_SKILL
11509,leadership,S_SKILL
11510,bold ideas,S_SKILL
11511,drive to want,S_SKILL
11512,collaborate,S_SKILL
11513,flexibility,S_SKILL
11514,Develop and integrate engineering solutions from design concepts and schemes,H_SKILL
11515,Machine Interface,LANG_FRAM
11516,development of new technologies,H_SKILL
11517,Perform engineering tests,H_SKILL
11518,produce,S_SKILL
11519,Identify and develop improvements,H_SKILL
11520,2:1,REQUIREMENT
11521,Bachelors,REQUIREMENT
11522,Masters,REQUIREMENT
11523,degree,REQUIREMENT
11524,Organisation skills,H_SKILL
11525,prioritise,S_SKILL
11526,open to new methods ways,S_SKILL
11527,Analytical,S_SKILL
11528,gamblingtv.com,LANG_FRAM
11529,collaborate,S_SKILL
11530,Collaborate,S_SKILL
11531,actionable tasks for the development team,S_SKILL
11532,Conduct system analysis,H_SKILL
11533,CTO,LANG_FRAM
11534,report,S_SKILL
11535,CTO,LANG_FRAM
11536,understand the technical aspects,H_SKILL
11537,Create and maintain test policies,H_SKILL
11538,plan,S_SKILL
11539,error report,H_SKILL
11540,Document process executing testing,H_SKILL
11541,detecting,H_SKILL
11542,analysing software defects,H_SKILL
11543,mapping defects,H_SKILL
11544,"testing, regression testing",H_SKILL
11545,Develop and execute test plans,H_SKILL
11546,Bachelor's degree,REQUIREMENT
11547,understanding of software development life cycles,H_SKILL
11548,analytical,S_SKILL
11549,problem,S_SKILL
11550,solving,S_SKILL
11551,attention to detail,S_SKILL
11552,software testing,H_SKILL
11553,communication,S_SKILL
11554,translating technical concepts,H_SKILL
11555,adapt to a fast,S_SKILL
11556,proactivity,S_SKILL
11557,collaborative mindset,S_SKILL
11558,WHY,LANG_FRAM
11559,"revenue, SS&C",H_SKILL
11560,building software systems,H_SKILL
11561,Python,LANG_FRAM
11562,deploy machine,LANG_FRAM
11563,Linux,LANG_FRAM
11564,Docker,LANG_FRAM
11565,collaboration,S_SKILL
11566,communication,S_SKILL
11567,Bachelor’s Degree,REQUIREMENT
11568,Python,LANG_FRAM
11569,"knowledge of statistics, probability and machine learning Supervised and unsupervised statistical techniques",H_SKILL
11570,dimensionality reduction Strong,H_SKILL
11571,knowledge of neural networks,H_SKILL
11572,work in a distributed team,S_SKILL
11573,Drive,S_SKILL
11574,passion,S_SKILL
11575,Docker,LANG_FRAM
11576,MongoDB,LANG_FRAM
11577,Postgres,LANG_FRAM
11578,Angular,LANG_FRAM
11579,REST APIs,LANG_FRAM
11580,GitHub version,LANG_FRAM
11581,CI/CD,H_SKILL
11582,Github Actions,LANG_FRAM
11583,plan. SS&C,S_SKILL
11584,understanding of the travel,H_SKILL
11585,passionate,S_SKILL
11586,analytical,S_SKILL
11587,"Manage multiple, complex projects",S_SKILL
11588,project drive,S_SKILL
11589,Collaborate,S_SKILL
11590,Advanced analytical,H_SKILL
11591,Power BI,LANG_FRAM
11592,Tableau,LANG_FRAM
11593,SQL,LANG_FRAM
11594,R,LANG_FRAM
11595,Python,LANG_FRAM
11596,project management,S_SKILL
11597,written and speaking skills,H_SKILL
11598,communicate complex outcomes and ideas,S_SKILL
11599,proactive mindset,S_SKILL
11600,problem-solving skills,S_SKILL
11601,attention to detail,S_SKILL
11602,Flexibility,S_SKILL
11603,Bachelor,REQUIREMENT
11604,degree,REQUIREMENT
11605,Develop,H_SKILL
11606,strive to champion,S_SKILL
11607,Egencia,LANG_FRAM
11608,Egencia”,LANG_FRAM
11609,passionate,S_SKILL
11610,Collaborate,S_SKILL
11611,communicating effectively,S_SKILL
11612,Collaborate,S_SKILL
11613,Bachelor’s,REQUIREMENT
11614,degree,REQUIREMENT
11615,"experience in IT support, system administration",H_SKILL
11616,Windows,LANG_FRAM
11617,Mac,LANG_FRAM
11618,Microsoft Office,LANG_FRAM
11619,Knowledge of data privacy regulations,H_SKILL
11620,problem-solving skills,S_SKILL
11621,attention to detail,S_SKILL
11622,communication,S_SKILL
11623,interpersonal skills,S_SKILL
11624,Ability to work independently,S_SKILL
11625,part of a team,S_SKILL
11626,"CompTIA A+, Network+",REQUIREMENT
11627,Security+,REQUIREMENT
11628,Microsoft Certified Professional,LANG_FRAM
11629,cloud services,LANG_FRAM
11630,virtualization technologies,H_SKILL
11631,ITIL,REQUIREMENT
11632,iOS,LANG_FRAM
11633,macOS,LANG_FRAM
11634,machine learning,LANG_FRAM
11635,machine learning,LANG_FRAM
11636,passionate,S_SKILL
11637,design of compute and programming models,H_SKILL
11638,Adding optimizations in machine learning computation graph. *,H_SKILL
11639,APIs,LANG_FRAM
11640,Metal,LANG_FRAM
11641,Shaders Graph,LANG_FRAM
11642,Develop/maintain/optimize,H_SKILL
11643,ML,LANG_FRAM
11644,Support adoption of GPU,H_SKILL
11645,compiler,LANG_FRAM
11646,ML,LANG_FRAM
11647,Optimized,LANG_FRAM
11648,ML,LANG_FRAM
11649,problem,S_SKILL
11650,solving,S_SKILL
11651,understanding of machine learning fundamentals,H_SKILL
11652,Machine learning,LANG_FRAM
11653,ML frameworks,LANG_FRAM
11654,TensorFlow,LANG_FRAM
11655,PyTorch,LANG_FRAM
11656,JAX,LANG_FRAM
11657,runtime,LANG_FRAM
11658,Machine learning,LANG_FRAM
11659,TensorFlow,LANG_FRAM
11660,PyTorch,LANG_FRAM
11661,JAX,LANG_FRAM
11662,numerical methods,S_SKILL
11663,MS,REQUIREMENT
11664,communication and collaboration skills,S_SKILL
11665,"building high performance, production quality software",H_SKILL
11666,data integration and visualisation solutions,H_SKILL
11667,multi-‘omic data,H_SKILL
11668,implementing end,H_SKILL
11669,data engineering solutions,H_SKILL
